marca,familia,modelo,chasis,norma_euro,origen,version_pauta,perfil_operacion,metrica,unidad,evento_secuencia,servicio_codigo,servicio_nombre,valor_acumulado,intervalo_incremental,tiempo_trabajo_h,ciclo_mantenimiento,tolerancia_dias,tolerancia_km,tolerancia_pct,intervalo_max_meses,requiere_aceite_mineral
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,23,SM1,Servicio de Mantenimiento 1,550000,25000,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,24,SL*,Servicio de Lubricacion (solo aceite mineral),575000,25000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,25,SM5,Servicio de Mantenimiento 5,600000,25000,13.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,26,SL*,Servicio de Lubricacion (solo aceite mineral),625000,25000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,27,SM1,Servicio de Mantenimiento 1,650000,25000,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,28,SL*,Servicio de Lubricacion (solo aceite mineral),675000,25000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,29,SM2,Servicio de Mantenimiento 2,700000,25000,6.4,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,30,SL*,Servicio de Lubricacion (solo aceite mineral),725000,25000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,31,SM1,Servicio de Mantenimiento 1,750000,25000,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,32,SL*,Servicio de Lubricacion (solo aceite mineral),775000,25000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,33,SM4,Servicio de Mantenimiento 4,800000,25000,12.6,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,34,SL*,Servicio de Lubricacion (solo aceite mineral),825000,25000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,35,SM1,Servicio de Mantenimiento 1,850000,25000,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,36,SL*,Servicio de Lubricacion (solo aceite mineral),875000,25000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,37,SM2,Servicio de Mantenimiento 2,900000,25000,6.4,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,38,SL*,Servicio de Lubricacion (solo aceite mineral),925000,25000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,39,SM1,Servicio de Mantenimiento 1,950000,25000,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,40,SL*,Servicio de Lubricacion (solo aceite mineral),975000,25000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,41,SM3,Servicio de Mantenimiento 3,1000000,25000,10.8,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,42,SL*,Servicio de Lubricacion (solo aceite mineral),1025000,25000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,43,SM1,Servicio de Mantenimiento 1,1050000,25000,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,44,SL*,Servicio de Lubricacion (solo aceite mineral),1075000,25000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,45,SM2,Servicio de Mantenimiento 2,1100000,25000,6.4,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,46,SL*,Servicio de Lubricacion (solo aceite mineral),1125000,25000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,47,SM1,Servicio de Mantenimiento 1,1150000,25000,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,48,SL*,Servicio de Lubricacion (solo aceite mineral),1175000,25000,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),carretero,km,km,49,SM6,Servicio de Mantenimiento 6,1200000,25000,15.0,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,1,SI,Servicio Inicial,100,100,1.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,2,SL*,Servicio de Lubricacion (solo aceite mineral),360,260,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,3,SM1,Servicio de Mantenimiento 1,720,360,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,4,SL*,Servicio de Lubricacion (solo aceite mineral),1080,360,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,5,SM2,Servicio de Mantenimiento 2,1440,360,6.4,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,6,SL*,Servicio de Lubricacion (solo aceite mineral),1800,360,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,7,SM1,Servicio de Mantenimiento 1,2160,360,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,8,SL*,Servicio de Lubricacion (solo aceite mineral),2520,360,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,9,SM3,Servicio de Mantenimiento 3,2880,360,10.8,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,10,SL*,Servicio de Lubricacion (solo aceite mineral),3240,360,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,11,SM1,Servicio de Mantenimiento 1,3600,360,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,12,SL*,Servicio de Lubricacion (solo aceite mineral),3960,360,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,13,SM2,Servicio de Mantenimiento 2,4320,360,6.4,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,14,SL*,Servicio de Lubricacion (solo aceite mineral),4680,360,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,15,SM1,Servicio de Mantenimiento 1,5040,360,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,16,SL*,Servicio de Lubricacion (solo aceite mineral),5400,360,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,17,SM4,Servicio de Mantenimiento 4,5760,360,12.6,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,18,SL*,Servicio de Lubricacion (solo aceite mineral),6120,360,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,19,SM1,Servicio de Mantenimiento 1,6480,360,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,20,SL*,Servicio de Lubricacion (solo aceite mineral),6840,360,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,21,SM2,Servicio de Mantenimiento 2,7200,360,6.4,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,22,SL*,Servicio de Lubricacion (solo aceite mineral),7560,360,2.7,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,True
Mercedes-Benz,Actros,Actros WDB 930/932/934,"WDB 930, 932, 934",Euro IV-V,Aleman (Europa),1.6 (Nov 2019),mixto,horas,h,23,SM1,Servicio de Mantenimiento 1,7920,360,4.2,"SI, luego ciclo repetido: SM1, SM2, SM1, SM3, SM1, SM2, SM1, SM4 (con SL* intercalado solo en motores con aceite mineral)",90,,10,12,False
